X,Y,Depth_km
-124.8425174,49.2309832,-40
-125.2049864,49.43714846,-40
-125.4328786,49.58126274,-40
-125.6877082,49.76955292,-40
-125.867475,49.92488091,-40
-126.0447619,50.10682306,-40
-126.2006133,50.28407018,-40
-126.3721146,50.48581065,-40
-126.5193244,50.68861203,-40
-125.1993308,49.62402528,-45
-124.949124,49.48376089,-45
-124.6659726,49.33382739,-45
-124.3330065,49.17262475,-45
-124.0334536,49.02384647,-45
-123.7357091,48.87433709,-45
-123.5464721,48.77403959,-45
-123.3622526,48.6540175,-45
-123.1970069,48.4985372,-45
-123.0170525,48.27889853,-45
-122.8982577,48.1465494,-45
-122.7736739,47.98918915,-45
-122.6292657,47.79263533,-45
-122.5592619,47.65124798,-45
-122.5359225,47.5037213,-45
-122.5430744,47.36717142,-45
-122.5847858,47.14921072,-45
-122.616118,47.0052454,-45
-122.7026781,46.85486034,-45
-122.8017238,46.69272439,-45
-122.8650775,46.60080874,-45
-122.8940496,46.54491169,-45
-122.9268181,46.42217375,-45
-122.9346059,46.23621926,-45
-122.9469057,45.94832348,-45
-122.9605628,45.5387311,-45
-122.9845218,44.95389782,-45
-122.9944686,44.73370343,-45
-122.9992361,44.35883386,-45
-123.0111797,44.00306763,-45
-123.0141184,43.96805725,-45
-122.9025133,39.66113692,-50
-122.7981342,39.83956795,-50
-122.7053474,40.05274913,-50
-122.640834,40.30475284,-50
-122.6321092,40.52173095,-50
-122.6353976,40.72128806,-50
-122.6655833,40.9073854,-50
-122.6799728,40.99631304,-50
-122.7027565,41.03495808,-50
-122.7782443,41.28031704,-50
-122.8174222,41.41448619,-50
-122.8323672,41.55409191,-50
-122.8444113,41.73034119,-50
-122.8318528,42.102434,-50
-122.8278731,42.33924942,-50
-122.8244252,42.59488263,-50
-122.8083684,43.07794051,-50
-122.7924596,43.55200482,-50
-122.7878953,43.86396011,-50
-122.7826841,44.23226719,-50
-122.7752788,44.59638333,-50
-122.7785882,44.94055785,-50
-122.7615298,45.3532509,-50
-122.7569925,45.72647408,-50
-122.7429053,46.12294976,-50
-122.7247117,46.41055345,-50
-122.7122597,46.51456799,-50
-122.6884163,46.6131486,-50
-122.5719779,46.78089804,-50
-122.4843525,46.8698489,-50
-122.4277253,46.95616569,-50
-122.3992485,47.03530032,-50
-122.3794113,47.12049325,-50
-122.3862488,47.25974318,-50
-122.3835039,47.35771792,-50
-122.348796,47.52433766,-50
-122.3013398,47.71232384,-50
-122.3043244,47.8216264,-50
-122.3268379,47.90666784,-50
-122.3778728,48.02346292,-50
-122.4823638,48.1281245,-50
-122.6502975,48.27335897,-50
-122.7594992,48.37808413,-50
-122.9229054,48.5349497,-50
-123.0677248,48.68995761,-50
-123.1751419,48.77948439,-50
-123.3258314,48.88701165,-50
-123.5103584,48.98422125,-50
-123.7805246,49.10635043,-50
-123.9732044,49.1851263,-50
-124.2556726,49.30572847,-50
-124.5003746,49.41305194,-50
-124.7550973,49.53646196,-50
-125.0917828,49.69895338,-50
-125.0030902,49.78978901,-55
-124.6568436,49.61533341,-55
-124.432846,49.5155306,-55
-124.1803105,49.40780904,-55
-123.9542963,49.32496114,-55
-123.7500467,49.25880342,-55
-123.6027796,49.20263417,-55
-123.4076375,49.12263012,-55
-123.2546162,49.03686981,-55
-123.0637674,48.9062948,-55
-122.8442348,48.7060034,-55
-122.6654798,48.5494237,-55
-122.4550114,48.38092854,-55
-122.3144399,48.27762258,-55
-122.2208255,48.19612759,-55
-122.1498975,48.11081067,-55
-122.1170221,48.03558075,-55
-122.0985566,47.94147208,-55
-122.0997303,47.84592286,-55
-122.1153903,47.70780987,-55
-122.140902,47.5669324,-55
-122.1836035,47.4432702,-55
-122.2036047,47.30536943,-55
-122.1821317,47.19477793,-55
-122.175383,47.14703842,-55
-122.1899894,47.07914123,-55
-122.2508981,46.95801784,-55
-122.3267693,46.87274593,-55
-122.4313753,46.76023113,-55
-122.4893789,46.68133429,-55
-122.5248178,46.61276755,-55
-122.5503326,46.52410524,-55
-122.5534482,46.39841598,-55
-122.5591805,46.2221891,-55
-122.5636894,46.03364613,-55
-122.7007786,39.56136693,-60
-122.5877041,39.76535299,-60
-122.5149926,39.93354428,-60
-122.4531416,40.1201825,-60
-122.4346445,40.26802122,-60
-122.4149174,40.45502053,-60
-122.4141576,40.6184206,-60
-122.4226895,40.79861495,-60
-122.4404651,41.02256754,-60
-122.4707359,41.25284159,-60
-122.4921978,41.40914,-60
-122.4938511,41.54323871,-60
-122.4892411,41.87724699,-60
-122.487605,42.1239579,-60
-122.4947188,42.34493983,-60
-122.4927955,42.46742427,-60
-122.4902699,42.77129272,-60
-122.4881235,43.04412542,-60
-122.4896663,43.27464243,-60
-122.483985,43.53422745,-60
-122.4763613,43.73978405,-60
-122.4737818,43.96274461,-60
-122.4727417,44.26504362,-60
-122.4569531,44.57643025,-60
-122.456856,44.79297152,-60
-122.44507,45.08166898,-60
-122.4250754,45.35688835,-60
-122.4125625,45.53032763,-60
-122.399576,45.8467428,-60
-122.3797163,46.11215428,-60
-122.3730497,46.36105455,-60
-122.3568967,46.54002796,-60
-122.3404786,46.65198036,-60
-122.3055138,46.73604043,-60
-122.2497246,46.81332249,-60
-122.1140294,46.94368513,-60
-122.0679818,47.03609227,-60
-122.0415485,47.14421682,-60
-122.0454503,47.23757873,-60
-122.0749107,47.33880678,-60
-122.0703449,47.37942864,-60
-122.01542,47.56615094,-60
-121.9314979,47.7897239,-60
-121.9065947,47.91915273,-60
-121.9137941,48.04375157,-60
-121.9468028,48.13541141,-60
-122.0202225,48.26019648,-60
-122.1404259,48.36446725,-60
-122.3374194,48.48958206,-60
-122.5275938,48.61810682,-60
-122.6658493,48.73246674,-60
-122.813954,48.90102224,-60
-122.9337564,49.01502586,-60
-123.0893737,49.1247114,-60
-123.2070595,49.19502621,-60
-123.4210322,49.28051791,-60
-123.7785763,49.3921832,-60
-124.0489213,49.48506865,-60
-124.2678156,49.574026,-60
-124.50644,49.67949223,-60
-124.7938863,49.82501817,-60
-124.6206405,49.9197277,-70
-124.4890632,49.85047754,-70
-124.2837413,49.76076045,-70
-124.0192142,49.66537998,-70
-123.7126115,49.57436289,-70
-123.3211587,49.46440423,-70
-122.998956,49.37899356,-70
-122.8854183,49.33969857,-70
-122.7827989,49.26973625,-70
-122.720521,49.19826661,-70
-122.5804116,49.04304832,-70
-122.3918468,48.84116914,-70
-122.2986094,48.74669512,-70
-122.1144448,48.60992447,-70
-121.8765767,48.43730062,-70
-121.7821384,48.36602053,-70
-121.7249576,48.29261999,-70
-121.6917731,48.18455437,-70
-121.6853261,48.05834239,-70
-121.7097583,47.87826028,-70
-121.7453012,47.76498,-70
-121.7972182,47.61417117,-70
-121.8292726,47.50640013,-70
-121.8465558,47.42070838,-70
-121.8707469,47.2749128,-70
-121.878292,47.12658753,-70
-121.9046698,47.02176445,-70
-121.9182745,46.96528721,-70
-121.9692342,46.89444619,-70
-122.0226905,46.82126263,-70
-122.0644418,46.74499472,-70
-122.1008121,46.67333696,-70
-122.1167388,46.59244333,-70
-122.1247014,46.47518236,-70
-122.1298314,46.33979768,-70
-122.1382686,46.04033404,-70
-122.1384421,45.83932182,-70
-122.1422002,45.6924268,-70
-122.1414428,45.54366525,-70
-122.1435797,45.41139593,-70
-122.1468719,45.02014829,-70
-122.1471469,44.81423996,-70
-122.1447014,44.65722106,-70
-122.1459753,44.23482011,-70
-122.1510977,43.97686463,-70
-122.1522242,43.50379495,-70
-122.1512655,43.28148259,-70
-122.1560871,42.95078706,-70
-122.1504039,42.63507958,-70
-122.1587374,42.42795274,-70
-122.1562565,42.09851921,-70
-122.1588143,41.87965719,-70
-122.1535234,41.62607524,-70
-122.1567572,41.34923186,-70
-122.1607982,41.01277892,-70
-122.1608124,40.57234614,-70
-122.1714822,40.32611316,-70
-122.1949272,40.15242907,-70
-122.2171675,39.99093472,-70
-122.2694213,39.82357094,-70
-122.3130121,39.70641688,-70
-122.3741899,39.57865806,-70
-122.4511413,39.46142398,-70
-122.4601907,39.45368471,-70
-122.1837407,39.33064901,-80
-122.1102808,39.42826386,-80
-122.0282035,39.59892082,-80
-121.9453106,39.82175974,-80
-121.9028552,39.9894764,-80
-121.8648822,40.17538712,-80
-121.8449314,40.32466155,-80
-121.8371801,40.57263159,-80
-121.8426155,40.7461392,-80
-121.8350857,40.91976986,-80
-121.8312612,41.19083046,-80
-121.8315957,41.41636022,-80
-121.8218579,41.63236055,-80
-121.8213459,41.86438364,-80
-121.8201804,42.14703235,-80
-121.8174907,42.44349131,-80
-121.8153059,42.68850242,-80
-121.8163607,42.96637508,-80
-121.8117025,43.38693509,-80
-121.8092571,43.71691903,-80
-121.8115769,43.95564642,-80
-121.8170901,44.1847434,-80
-121.8264528,44.57094222,-80
-121.8336014,44.82628016,-80
-121.8393272,45.15835522,-80
-121.8450591,45.31882885,-80
-121.8642279,45.65408464,-80
-121.8767023,45.96528146,-80
-121.8794144,46.13131393,-80
-121.8837259,46.38813992,-80
-121.8813368,46.57759831,-80
-121.8588299,46.69242854,-80
-121.7976041,46.81169305,-80
-121.725256,46.96218648,-80
-121.7067767,47.03798634,-80
-121.6815967,47.20984509,-80
-121.6377694,47.43460058,-80
-121.622018,47.58409421,-80
-121.5989947,47.69313504,-80
-121.5119872,47.88600677,-80
-121.4672378,48.00932016,-80
-121.4581925,48.137935,-80
-121.4685703,48.2662836,-80
-121.520319,48.38530819,-80
-121.5960706,48.47999784,-80
-121.7970986,48.62507905,-80
-122.0325246,48.78139101,-80
-122.2151606,48.93455529,-80
-122.3687356,49.11214356,-80
-122.4914589,49.23983167,-80
-122.6044068,49.34813022,-80
-122.6716473,49.397014,-80
-122.1976251,49.20770479,-90
-122.06664,49.0493534,-90
-121.947922,48.92994176,-90
-121.7662889,48.80059199,-90
-121.5943875,48.67789457,-90
-121.4231619,48.53146399,-90
-121.3312199,48.42359371,-90
-121.2859771,48.33251901,-90
-121.2722576,48.23853268,-90
-121.2737292,48.18177501,-90
-121.2889202,48.08622334,-90
-121.3163255,47.95745216,-90
-121.3521744,47.86488715,-90
-121.3902833,47.77422941,-90
-121.4208912,47.6739046,-90
-121.4387052,47.51628086,-90
-121.4784862,47.31790385,-90
-121.510413,47.21321528,-90
-121.5205947,47.08700128,-90
-121.5328583,46.96447723,-90
-121.5502583,46.8851025,-90
-121.5946256,46.7466019,-90
-121.6206137,46.65833496,-90
-121.6268738,46.52623534,-90
-121.6164779,46.32484323,-90
-121.6058631,46.09887225,-90
-121.5864383,45.79016107,-90
-121.5608279,45.37642654,-90
-121.5453031,45.0604611,-90
-121.5211795,44.79420749,-90
-121.5180164,44.50137954,-90
-121.4964643,43.99710438,-90
-121.4979843,43.38629199,-90
-121.4986682,42.99651872,-90
-121.4935196,42.79758389,-90
-121.4945479,42.42813281,-90
-121.4955794,41.99995328,-90
-121.5032241,41.41731432,-90
-121.5086372,41.10686858,-90
-121.5261247,40.67003259,-90
-121.5268148,40.37321049,-90
-121.5520074,40.1386312,-90
-121.5938123,39.84196544,-90
-121.6635594,39.59593369,-90
-121.7428407,39.42084421,-90
-121.8178299,39.28924604,-90
-121.8828886,39.2051258,-90
